POI_NAME,POI_TYPE
Mediterranean Food Imports & Bakery,Retail
Lorz Communications,Office
Buffalo Wild Wings,Retail
Tan Pro,Retail
R & J Tire Service,Retail
State Farm,Office
Walmart Supercenter,Retail
Advance Industrial Manufacturing,Industrial
RCCG Triumph Chapel,Public Places
Pure Environmental Products,Retail
Levi's 4 Floors,Retail
Yogi's Hoagies & Dairy Bar,Retail
Arpin Preferred Movers,Retail
Cornerstone Academy,Education
Cell Zone,Retail
Columbus Equipment Company Training Center,Office
Kroger,Retail
Mount Carmel West ,Medical
Skunza Funeral Service,Retail
Salem Carryout,Retail
Roy Tailors Uniform Company,Retail
Huntington Mortgage Group,Office
Arts Impact (AIMS) Alternative Middle School,Education
Auddino's Italian Bakery,Retail
Pizzuti Collection,Retail
Hampton Inn & Suites,Retail
American Olean Sales Service,Retail
Mild2Wild Custom Automotive,Retail
Grossman's Bargain Outlet,Retail
M W Benevlent Grand Lodge,Public Places
University Foot Center,Medical
Ridgeview Middle School,Education
Baseline Fitness,Retail
Jaycee Village,Group Quarters
Matrix Psychological Services,Medical
Taliaferro Enterprises,Retail
Torco Termite & Pest Control,Retail
Unique Stone Concepts,Retail
Pet Brands,Industrial
The Breathing Association,Medical
Isabelle Ridgeway Care Center,Group Quarters
Columbus Area Integrated Health Services,Medical
Fresenius Kidney Care Central Ohio Dialysis,Medical
Advanced Auto Insurance Network,Office
All American Welding,Retail
Express Tax,Office
Gerber,Office
IER Industrial Electromechanical,Retail
HER Realtors,Office
Nemeth & Associates,Office
Red Truck Fire & Safety,Office
Brandon Printing Service,Retail
Bolton Crossing Elementary School,Education
Hap Cremean Water Treatment Plant,Industrial
Rogue Fitness Equipment Headquarters,Industrial
Advanced Industry Supplies,Industrial
Community Housing Network,Office
Abell Audio,Retail
Our Family Motor Car Co,Retail
Brennan Music Studio,Retail
Brooks Creative Concept Beauty,Retail
Germain Ford,Retail
Hair Factory,Retail
Logan Services,Retail
Longenbaker Picture Framing,Retail
Marble the Brain Store,Retail
Franklinton Square,Retail
Grandview Center,Retail
Great Western Commerce Center,Retail
East Pointe Crossing,Retail
Hamilton Point,Retail
Hilliard Rome Square,Retail
Shamrock Asphalt,Retail
Square One Salon and Spa,Retail
OSU Steelwood Training Facility,Education
The Natural Nail Spa,Retail
Red Chili Asian Kitchen,Retail
Rita's Italian Ice,Retail
Kenny Centre,Retail
BP,Retail
Marathon,Retail
Subway,Retail
Wendy's,Retail
Wendy's,Retail
Sears,Retail
Market at Stelzer,Retail
Turkey Hill,Retail
Kroger,Retail
La Bodega Latin Market,Retail
Star Carryout,Retail
Jersey Mike's Subs,Retail
Polaris Commons,Retail
Lifestyle Staffing,Retail
Moe's Southwest Grill,Retail
Scarborough Square,Retail
East and Square Centre,Retail
Malin Square,Retail
Demorest Road Shopping Center,Retail
Columbus Downtown HS,Education
Animal Science Lot,Transportation
Ackerman Lot,Transportation
Renaissance Academy,Education
Mason Run High School,Education
Waterman Farm ,Education
Smith,Group Quarters
The House of Prayer,Public Places
Gethsemane Lutheran Church,Public Places
St. Timothy Catholic Church,Public Places
Columbus Aquatics Center,Public Places
Karl Plaza,Retail
Sharon Woods Center,Retail
Polaris Discount Drug Mart Plaza,Retail
Southland Mall,Retail
Silver Horn Centre I,Retail
Olentangy Plaza,Retail
Shoppes at Sugar Run,Retail
Regency Travel Emporium,Retail
South Campus Gateway,Retail
COTA Park & Ride ,Transportation
Tuller Square,Retail
Walnut Creek,Retail
Walnut Heights,Retail
Carriage Place,Retail
Consumer Square West,Retail
Corporate Exchange Plaza,Retail
Fountain Square Shopping Center,Retail
American Health Network,Medical
Lifeline Of Ohio in Columbus,Medical
Buckeye Radiation Oncology,Medical
Allstate Insurance,Office
Columbus Engineering Consultants,Office
DSW Warehouse Offices,Office
Geny's Tax Multiservices,Retail
Industrial Products,Retail
Profarma Distributors,Retail
Infinite Learning Center,Education
Columbus Police Substation 3 & 17,Emergency Response
Tri Model Services Inc,Transportation
ASD,Industrial
Bay Insulation Supply,Retail
Crosby's Drugs and Home Health,Medical
ESCO Technologies,Retail
Palm Beach Tan,Retail
PC Tech Solutions,Retail
Pure Skin Tattoos,Retail
Rent,Retail
Richards Building Supply,Retail
Salon Centric,Retail
Hobby Lobby,Retail
GoreMade Pizza,Retail
Gender Road Towne Centre,Retail
Great Southern Shopping Center,Retail
Hamilton & Refugee Center,Retail
Hamilton ,Retail
Japanese Oriental Restaurant,Retail
Mama G's Kitchen & Grill,Retail
Hamilton Road Retail Center,Retail
Hard Road Center,Retail
Soodles Bake Shop,Retail
Top Nails,Retail
True Value Hardware,Retail
North City Tavern,Retail
Old North Arcade Bar,Retail
Huntley Square,Retail
Independence Village,Retail
Kohl's Plaza,Retail
Wired Communications Services,Retail
The District Deli,Retail
Twin Sunlight,Retail
Republic Airlines,Retail
Market at Mill Run,Retail
United Dairy Farmers,Retail
Sadik Market,Retail
Bexley Bus Lot,Education
Columbus Police Substation 2,Emergency Response
National Road Plaza,Retail
Nike Drive Plaza,Retail
Frebis Food Center,Retail
Polaris Neighborhood Center IV,Retail
Personal Level Fitness,Retail
101 E Town St Building,Retail
American Family Insurance,Office
CubeSmart Self Storage,Retail
ElectroScience Laboratory,Education
Qaran Complex,Retail
Lazelle Market Place,Retail
The Market at Hilliard II,Retail
Morse & Maize Shopping Center,Retail
Easton Gateway,Retail
Ice Rink Lot,Transportation
Plumb Hall Lot,Transportation
Righmire Lot,Transportation
Larrimer SW Corner of Spring & High Lot,Transportation
Firestone Lot,Transportation
Lot 42,Transportation
Statehouse Garage,Transportation
Covelli Multisport Arena,Public Places
Biocontainment Laboratory,Education
Richard J Bruggeman & Co,Office
Kaleidoscope Youth Center,Public Places
Centro Familiar Cristo Rey,Public Places
Mt Lebanon Missionary Baptist,Public Places
New Walk Church of God In Christ,Public Places
Wonderland Community Church,Public Places
Indian Mound Community Center,Public Places
North High Center,Retail
Market Place of the Americas,Retail
Spring Creek Center,Retail
Tanglewood Plaza,Retail
The Patio Shops,Retail
Infiniti of Easton,Retail
Jk Market & Hair Braiding,Retail
Easton Town Center,Retail
Alum Creek Plaza,Retail
Broadmoor Center,Retail
Central Point Shopping Center,Retail
Woodward Park,Retail
Worthington Woods Center,Retail
St Andrew Christian Church,Public Places
Tesla,Retail
Black Creek Bistro,Retail
Discount Drug Mart Plaza,Retail
Sullivant Plaza,Retail
Fiesta Center II,Retail
Kohler Bathroom & Kitchen Products,Retail
Battelle Research Institute,Medical
Huntington Bank,Office
American Eagle Wheels,Retail
New Directions Career Center,Office
Philip H Sheridan Jr Attorney,Office
Regals in Columbus,Office
Service Pro,Office
Snouffer Road Office Park,Office
Payless,Retail
Monty 1 Barber Shop,Retail
Destiny Child Learning Center,Education
Children's Academy Community School,Education
Columbus Dispatch Printing,Retail
Fournier Rubber & Supply Co,Industrial
Berhane Auto Repair,Retail
C D White & Son Funeral Home,Retail
Chick's Camera Exchange,Retail
National Office Warehouse,Retail
Petsmart,Retail
Pink Panther Hair Design,Retail
Royal Auto,Retail
Saverite Super Center,Retail
Sears Auto Center,Retail
HAPI FEET Holistic,Retail
State Farm,Office
Labor Ready,Retail
NorthSteppe Realty,Office
J's Pastries and Soul Food,Retail
Koki's Tortillas,Retail
Leslie's Pool Supplies,Retail
Noodles & Company,Retail
Hilliard Rome Commons,Retail
Thrift Store,Retail
Justice,Retail
Short Cuts By Sandy,Retail
Certified Oil,Retail
The Toolbox Saloon,Retail
Speedway,Retail
Al Safa Halal Meats,Retail
Firestone Complete Auto Care,Retail
Courtright Music Plus,Retail
Mound Street Center,Retail
Northland Park Center,Retail
Northtowne Centre,Retail
The Columbus School of Chinese (CSC),Education
Simply EZ,Retail
Westgate Import Market,Retail
Olentangy Valley Center,Retail
Urban Empire Tattoo,Retail
Commercial Art and Graphic Design,Retail
Quarry Plaza,Retail
Roberts Crossing,Retail
Biggie Talls Plaza,Retail
St. Stephen the Martyr,Public Places
Eastland Plaza,Retail
Wyandotte Centre,Retail
Sullivant International Mall,Retail
North Market,Retail
Great Western Academy,Education
East High School,Education
The Shoppes at Henderson Plaza,Retail
Brookwood Academy,Education
Veterinary Clinic Lot,Transportation
Carmack Lot 1,Transportation
Carmack Lot 5,Transportation
Schoenbaum Undergrad Program Bldg,Education
SCRAM! Wildlife Control,Office
Vaud,Office
Columbus Muslim American Society,Office
New Hope Community Church,Public Places
Callman Funeral Services,Retail
Schrock 270 Center,Retail
CVS,Retail
Shoppes at Airpointe,Retail
Tuller Farm,Retail
Peggy's Pride,Retail
Easton Square,Retail
The Market At East Broad Street,Retail
Tuttle Crossing,Retail
Westbridge Retail Complex,Retail
Westpointe Plaza,Retail
Alum Creek Retail Center,Retail
Bethel Godown Center,Retail
Bexley Centre,Retail
Cannon Center,Retail
Worthington Park Centre,Retail
Future Scholars Community Learning Center,Education
Chatterton Square,Retail
Crown Point Center,Retail
Columbus Police Substation 14 & 20,Emergency Response
Bob Evans,Retail
Festival Centre,Retail
DiBella's Subs,Retail
Euro Delicatessen,Retail
Golden Donuts & Diner,Retail
Shasta National Beverage Warehouse,Industrial
Metal Supermarkets,Retail
EBE Healthcare,Medical
Compro Tax Linden,Retail
GCMC,Office
Chase ATM,Office
Lane Bryant,Retail
P B Express,Office
Massage,Retail
Bird + Bull Engineers & Surveyors,Office
Clinix Healthcare,Medical
Raghu Exim Trades,Retail
Fresh Start,Education
Zenith Academy East,Education
Columbus Fire Station 4,Emergency Response
Half Price Books Warehouse,Industrial
Honeywell,Industrial
Peak Supply Co,Industrial
Kensington Place,Group Quarters
Cash Advance Loans,Retail
CDI Diamonds & Jewelry,Retail
Dotter Fastener,Retail
Ellen Fox Massage Therapist,Retail
Metro PCS,Retail
R.E. Michel Company,Retail
Hard Road Hardware,Retail
La Michoacana,Retail
Georgesville Center,Retail
Georgesville Square,Retail
Hamilton Center,Retail
McDonald's,Retail
Set It Off Barber Styling,Retail
Swan Cleaners,Retail
Olive Garden,Retail
Otis Spunkmeyer inc Dessert Shop,Retail
Sandpebble Lounge,Retail
Holt Run Center,Retail
Indianola Plaza,Retail
King and Northwest,Retail
Shell,Retail
Yaourt Yogurt Shop,Retail
Livingston Court Shopping Center,Retail
Fleetmaster Express,Transportation
New Albany Market,Retail
New Albany Plaza,Retail
Ashley HomeStore,Retail
Sport Clips,Retail
Park Place Center,Retail
Olentangy Plaza,Retail
High & Deland,Retail
Hayden Run Plaza,Retail
Pinecrest Center,Retail
Lee Plaza,Retail
Sancus Neighborhood Retail Center,Retail
Life Skills Center of Columbus North,Education
South Oval Lot,Transportation
North Cannon Garage,Transportation
Fawcett Center Lot,Transportation
Junior Achievement Lot,Transportation
Gravel Lot,Transportation
Wiseman Hall,Education
Buckeye Field,Public Places
Student Academic Services Building,Education
Park,Group Quarters
Doan Hall,Education
Wexner Center for the Arts,Public Places
B I Moyle Associates,Office
Central Ave Church of Christ,Public Places
Jehovah,Public Places
Lighthouse Ministries,Public Places
Linworth United Methodist Church,Public Places
Vineyard Christian Fellowship,Public Places
Bethel Kenny Center,Retail
Columbus Square Shopping Center,Retail
Granville Center,Retail
Hand & Stone Massage and Facial Spa,Retail
Hatfield Used Car Center,Retail
The Shoppes at Olentangy Village,Retail
McThai Center,Retail
Eastland Mall,Retail
Shoppes at Orion,Retail
The Market at Blacklick Crossing,Retail
Thurber Village,Retail
Bexley Center I,Retail
COTA Park & Ride ,Transportation
B Spot Burgers,Retail
Cazuelas Grill,Retail
Demorest Plaza Shopping Center,Retail
Easton Retail Center,Retail
Chestnut Hill II,Retail
Five Guys,Retail
"Bone, Joint and Spine Clinic",Medical
Center for Family Safety and Healing,Medical
Universal Processing Co,Office
ZoCo Design,Office
Catholic Diocese of Columbus,Office
Community Computer Alliance,Office
Nationwide Insurance,Office
First Church of God,Public Places
North Community Counseling,Medical
Chase Bank,Office
CMD MedTech,Office
Doug Rife Real Estate,Office
Fablanes,Retail
Linden Community Center,Public Places
Barber Shop,Retail
New Bottle Cap Beverage,Retail
Pure Barre,Retail
H & R Body Shop,Retail
Hatfield Hyundai,Retail
Hatfield Volkswagen,Retail
KKM Motors,Retail
Le Jeune Marie Bridal Collection,Retail
Lyam Auto Repair,Retail
Marty's Tattooing,Retail
Galloway Crossing,Retail
Gemini Place Retail Center,Retail
Graceland Shopping Center,Retail
McNaughten Centre,Retail
Johnny's Pzza,Retail
Kingmakers Bar,Retail
Little Lebanon Bistro & Bakery,Retail
Heritage Square,Retail
Stanton's Sheet Music,Retail
Oromia Coffee Shope,Retail
Papa Joe's Pizza,Retail
Phillips Original Coney Island,Retail
James Livingston Center,Retail
Karl Center,Retail
Style Encore,Retail
Steak 'n Shake,Retail
Berkeley & Main Market,Retail
El Tacoriendo,Retail
Penn Station,Retail
Liberty Tax Service,Retail
Northwest Center,Retail
Polaris Neighborhood Center III,Retail
Plaza East Shopping Center,Retail
Plaza West Shopping Center,Retail
Wilson Market,Retail
Days Inn Columbus Airport,Retail
Flag Shopping Center,Retail
Amerititle,Retail
New Albany Square,Retail
Sawmill Plaza,Retail
Schottenstein's East Center,Retail
General Tire Lot,Transportation
Columbus Performance Academy,Education
North Field House Lot,Transportation
Blankenship Lot,Transportation
Scarlet Lot,Transportation
Arena Garage,Transportation
NW Corner of Spring & 3rd Lot,Transportation
Davis Tower,Education
Buckeye Village Administration,Education
Dairy Research Barn,Education
Recreation Service Building,Education
Comprehensive Cancer Center,Medical
Stauff's Coffee,Retail
ACN Columbus,Office
Ohio Department Insurance,Government
Polaris Neighborhood Center,Retail
Columbus Injury & Rehabilitation,Medical
William H. Adams Community Center,Public Places
Apostolic Christian Church of Christ,Public Places
Capital Resin Corp,Industrial
First Love Kingdom Ministries,Public Places
New Birth Christian Ministries,Public Places
St. Mary's Syro Malabar Catholic Church,Public Places
Scarborough East Tennis & Fitness Club,Retail
Stanbury Plaza,Retail
E,Retail
Diamond Plaza,Retail
Hockey Training Center,Retail
North West Square,Retail
The Shoppes at Parkcenter Circle,Retail
Hook,Retail
Reliable Collision,Retail
Pfeifer,Office
Albany Place Retail Center,Retail
Beechcroft Center,Retail
Brice Road Center,Retail
Broad Street Plaza East,Retail
Capella Center I at Polaris,Retail
West Highland Plaza,Retail
Chestnut Hill IV,Retail
Cleveland ,Retail
Crossroads East Shopping Center,Retail
Sweet & Sassy,Retail
1 Stop Cafe,Retail
Charleys Philly Steaks,Retail
Eastpoint Center,Retail
Education Center,Medical
Represent Columbus,Office
2Reveal 3D Animation,Office
